"assembled_transcript","Pru_locus"
"TR12187-c1_g1_i1","Pc20g13810"
"TR9616-c0_g1_i1","Pc20g13830"
"TR10153-c0_g1_i1","Pc20g13840"
"TR6005-c0_g1_i1","Pc20g13840"
"TR13270-c0_g1_i1","Pc20g13850"
"TR197-c0_g1_i1","Pc20g13880"
"TR9941-c0_g1_i1","Pc20g13880"
"TR4040-c0_g1_i1","Pc20g13900"
"TR4573-c0_g1_i1","Pc20g13910"
"TR5579-c0_g1_i1","Pc20g13970"
"TR7756-c0_g1_i1","Pc20g14000"
"TR3820-c0_g1_i1","Pc20g14040"
"TR14859-c0_g1_i1","Pc20g14040"
"TR13900-c0_g1_i1","Pc20g14040"
"TR5773-c0_g1_i1","Pc20g14040"
"TR10680-c0_g1_i1","Pc20g14040"
"TR250-c0_g1_i1","Pc20g14090"
"TR13439-c0_g1_i1","Pc20g14090"
"TR6779-c0_g1_i1","Pc20g14090"
"TR12392-c0_g1_i1","Pc20g14090"
"TR1497-c0_g1_i1","Pc20g14090"
"TR4029-c0_g1_i1","Pc20g14090"
"TR13326-c0_g1_i1","Pc20g14090"
"TR3012-c0_g1_i1","Pc20g14090"
"TR10869-c0_g1_i1","Pc20g14090"
"TR14449-c0_g1_i1","Pc20g14090"
"TR7393-c0_g1_i1","Pc20g14090"
"TR12681-c0_g2_i1","Pc20g14090"
"TR8320-c0_g1_i1","Pc20g14090"
"TR12681-c0_g1_i1","Pc20g14090"
"TR10668-c0_g1_i1","Pc20g14170"
"TR3036-c0_g1_i1","Pc20g14180"
"TR6504-c0_g1_i1","Pc20g14200"
"TR1297-c0_g1_i1","Pc20g14200"
"TR11354-c0_g1_i1","Pc20g14200"
"TR1127-c0_g1_i1","Pc20g14200"
"TR5594-c0_g1_i1","Pc20g14200"
"TR4012-c0_g1_i1","Pc20g14200"
"TR4973-c0_g1_i1","Pc20g14220"
"TR7458-c0_g1_i1","Pc20g14240"
"TR12926-c0_g1_i1","Pc20g14250"
"TR3376-c0_g1_i1","Pc20g14270"
"TR2850-c0_g1_i1","Pc20g14290"
"TR14814-c0_g1_i1","Pc20g14300"
"TR4780-c0_g1_i1","Pc20g14310"
"TR840-c0_g1_i1","Pc20g14360"
"TR4478-c0_g1_i1","Pc20g14390"
"TR8616-c0_g1_i1","Pc20g14430"
"TR8582-c0_g1_i1","Pc20g14450"
"TR201-c0_g1_i1","Pc20g14450"
"TR6387-c0_g1_i1","Pc20g14450"
"TR9355-c0_g1_i1","Pc20g14470"
"TR9640-c0_g1_i1","Pc20g14470"
"TR10277-c0_g1_i1","Pc20g14530"
"TR8920-c0_g1_i1","Pc20g14540"
"TR5177-c0_g1_i1","Pc20g14550"
"TR12573-c0_g1_i1","Pc20g14560"
"TR12573-c0_g2_i1","Pc20g14560"
"TR12406-c0_g1_i1","Pc20g14580"
"TR10566-c0_g1_i1","Pc20g14590"
"TR13757-c0_g1_i1","Pc20g14600"
"TR5585-c0_g1_i1","Pc20g14640"
"TR10654-c0_g1_i1","Pc20g14680"
"TR14345-c0_g1_i1","Pc20g14710"
"TR8418-c0_g1_i1","Pc20g14720"
"TR729-c0_g1_i1","Pc20g14730"
"TR8727-c0_g1_i1","Pc20g14730"
"TR1707-c0_g1_i1","Pc20g14730"
"TR9573-c0_g1_i1","Pc20g14740"
"TR10135-c1_g1_i1","Pc20g14790"
"TR4035-c0_g1_i1","Pc20g14800"
"TR5228-c0_g1_i1","Pc20g14810"
"TR12545-c0_g1_i1","Pc20g14810"
"TR12948-c0_g1_i1","Pc20g14830"
"TR6028-c0_g1_i1","Pc20g14830"
"TR4863-c0_g1_i1","Pc20g14840"
"TR9321-c0_g1_i1","Pc20g14920"
"TR12656-c0_g1_i1","Pc20g15010"
"TR12978-c0_g1_i1","Pc20g15010"
"TR2231-c0_g1_i1","Pc20g15010"
"TR6090-c0_g1_i1","Pc20g15100"
"TR11765-c0_g1_i1","Pc20g15130"
"TR9636-c0_g1_i1","Pc20g15140"
"TR7089-c0_g1_i1","Pc20g15140"
"TR9576-c0_g1_i1","Pc20g15210"
"TR1343-c0_g1_i1","Pc20g15210"
"TR2025-c0_g1_i1","Pc20g15210"
"TR1343-c1_g1_i1","Pc20g15210"
"TR4558-c0_g1_i1","Pc20g15220"
"TR1531-c0_g1_i1","Pc20g15230"
"TR2830-c0_g1_i1","Pc20g15270"
"TR2830-c0_g2_i1","Pc20g15270"
"TR7827-c0_g1_i1","Pc20g15290"
"TR14717-c0_g1_i1","Pc20g15300"
"TR7357-c0_g1_i1","Pc20g15300"
"TR4080-c0_g1_i1","Pc20g15310"
"TR3694-c0_g1_i1","Pc20g15430"
"TR1251-c0_g1_i1","Pc20g15470"
"TR9424-c0_g1_i1","Pc20g15500"
"TR1817-c0_g1_i1","Pc20g15520"
"TR14119-c0_g1_i1","Pc20g15520"
"TR10836-c0_g1_i1","Pc20g15580"
"TR6365-c0_g1_i1","Pc20g15620"
"TR3250-c0_g1_i1","Pc20g15620"
"TR13192-c0_g1_i1","Pc20g15630"
"TR948-c0_g1_i1","Pc20g15630"
"TR5042-c0_g1_i1","Pc20g15660"
"TR11188-c0_g1_i1","Pc20g15690"
"TR4167-c0_g1_i1","Pc20g15730"
"TR12673-c0_g1_i1","Pc20g15730"
"TR3704-c0_g1_i1","Pc20g15730"
"TR4778-c0_g1_i1","Pc20g15730"
"TR11890-c1_g1_i1","Pc20g15790"
"TR9122-c0_g1_i1","Pc22g00110"
"TR7272-c0_g1_i1","Pc22g00110"
"TR11692-c0_g1_i1","Pc22g00290"
"TR7050-c0_g1_i1","Pc22g00320"
"TR9656-c0_g1_i1","Pc22g00360"
"TR283-c0_g1_i1","Pc22g00370"
"TR115-c0_g1_i1","Pc22g00380"
"TR7498-c0_g1_i1","Pc22g00390"
"TR4059-c0_g1_i1","Pc22g00400"
"TR8187-c0_g1_i1","Pc22g00410"
"TR11229-c1_g1_i1","Pc22g00420"
"TR11229-c0_g1_i1","Pc22g00420"
"TR6733-c0_g1_i1","Pc22g00440"
"TR14762-c0_g1_i1","Pc22g00450"
"TR10173-c0_g1_i1","Pc22g00480"
"TR10391-c0_g1_i1","Pc22g00500"
"TR14522-c0_g1_i1","Pc22g00520"
"TR9375-c1_g1_i1","Pc22g00550"
"TR10820-c0_g1_i1","Pc22g00580"
"TR13506-c0_g1_i1","Pc22g00620"
"TR13040-c0_g1_i1","Pc22g00690"
"TR2794-c0_g1_i1","Pc22g00700"
"TR7852-c0_g1_i1","Pc22g00710"
"TR15190-c0_g1_i1","Pc22g00760"
"TR15190-c0_g2_i1","Pc22g00760"
"TR1232-c0_g1_i1","Pc22g00820"
"TR8457-c0_g1_i1","Pc22g00820"
"TR10114-c0_g1_i1","Pc22g00830"
"TR11697-c0_g1_i1","Pc22g00890"
"TR9167-c0_g1_i1","Pc22g00890"
"TR6528-c0_g1_i1","Pc22g00890"
"TR12487-c0_g1_i1","Pc22g00890"
"TR3168-c0_g1_i1","Pc22g00890"
"TR8747-c0_g1_i1","Pc22g00890"
"TR4150-c0_g1_i1","Pc22g00890"
"TR3462-c0_g1_i1","Pc22g00900"
"TR7218-c0_g1_i1","Pc22g00960"
"TR5976-c0_g1_i1","Pc22g01000"
"TR6286-c0_g2_i1","Pc22g01060"
"TR6286-c0_g1_i1","Pc22g01060"
"TR11210-c0_g1_i1","Pc22g01070"
"TR14241-c0_g1_i1","Pc22g01130"
"TR3174-c0_g1_i1","Pc22g01130"
"TR11535-c0_g1_i1","Pc22g01130"
"TR3979-c0_g1_i1","Pc22g01140"
"TR3979-c0_g2_i1","Pc22g01140"
"TR5949-c0_g1_i1","Pc22g01190"
"TR7187-c0_g1_i1","Pc22g01190"
"TR3880-c0_g1_i1","Pc22g01210"
"TR8007-c0_g1_i1","Pc22g01220"
"TR125-c0_g1_i1","Pc22g01230"
"TR4548-c0_g1_i1","Pc22g01260"
"TR11696-c0_g1_i1","Pc22g01270"
"TR14305-c0_g1_i1","Pc22g01270"
"TR10801-c0_g1_i1","Pc22g01270"
"TR7651-c0_g1_i1","Pc22g01270"
"TR10747-c0_g1_i1","Pc22g01270"
"TR12882-c0_g1_i1","Pc22g01300"
"TR14785-c1_g1_i1","Pc22g01310"
"TR1135-c0_g1_i1","Pc22g01310"
"TR652-c0_g1_i1","Pc22g01310"
"TR10746-c0_g1_i1","Pc22g01340"
"TR9622-c0_g1_i1","Pc22g01380"
"TR9651-c0_g1_i1","Pc22g01380"
"TR9371-c0_g1_i1","Pc22g01470"
"TR12536-c0_g1_i1","Pc22g01480"
"TR3792-c0_g1_i1","Pc22g01490"
"TR6564-c0_g1_i1","Pc22g01510"
"TR3246-c0_g1_i1","Pc22g01530"
"TR1720-c1_g1_i1","Pc22g01540"
"TR10837-c0_g1_i1","Pc22g01570"
"TR9764-c0_g2_i1","Pc22g01570"
"TR6929-c0_g1_i1","Pc22g01580"
"TR4329-c0_g1_i1","Pc22g01600"
"TR11137-c0_g1_i1","Pc22g01600"
"TR12206-c0_g1_i1","Pc22g01600"
"TR2456-c0_g1_i1","Pc22g01610"
"TR10675-c0_g1_i1","Pc22g01610"
"TR2714-c0_g1_i1","Pc22g01620"
"TR2601-c0_g1_i1","Pc22g01620"
"TR5879-c0_g1_i1","Pc22g01630"
"TR4300-c0_g1_i1","Pc22g01630"
"TR9638-c0_g1_i1","Pc22g01660"
"TR7233-c0_g1_i1","Pc22g01670"
"TR10057-c0_g1_i1","Pc22g01670"
"TR10663-c0_g1_i1","Pc22g01670"
"TR1393-c0_g1_i1","Pc22g01670"
"TR452-c0_g1_i1","Pc22g01670"
"TR13518-c0_g1_i1","Pc22g01670"
"TR2059-c0_g1_i1","Pc22g01670"
"TR8109-c0_g1_i1","Pc22g01670"
"TR6694-c0_g1_i1","Pc22g01690"
"TR8363-c1_g1_i1","Pc22g01700"
"TR8363-c0_g1_i1","Pc22g01700"
"TR3853-c0_g1_i1","Pc22g01700"
"TR991-c0_g1_i1","Pc22g01720"
"TR2581-c0_g1_i1","Pc22g01740"
"TR7674-c0_g1_i1","Pc22g01750"
"TR7619-c0_g1_i1","Pc22g01750"
"TR7463-c0_g1_i1","Pc22g01750"
"TR13673-c0_g1_i1","Pc22g01750"
"TR14551-c0_g1_i1","Pc22g01750"
"TR8302-c0_g1_i1","Pc22g01770"
"TR13357-c0_g1_i1","Pc22g01770"
"TR10317-c0_g1_i1","Pc22g01770"
"TR10412-c0_g1_i1","Pc22g01770"
"TR1831-c0_g1_i1","Pc22g01770"
"TR10577-c0_g1_i1","Pc22g01770"
"TR10649-c0_g1_i1","Pc22g01790"
"TR10596-c0_g1_i1","Pc22g01790"
"TR11022-c0_g1_i1","Pc22g01790"
"TR15174-c0_g1_i1","Pc22g01800"
"TR7672-c0_g1_i1","Pc22g01800"
"TR437-c0_g1_i1","Pc22g01850"
"TR2459-c0_g1_i1","Pc22g01850"
"TR7113-c0_g1_i1","Pc22g01850"
"TR4071-c0_g1_i1","Pc22g01850"
"TR13910-c0_g1_i1","Pc22g01910"
"TR12241-c0_g1_i1","Pc22g01920"
"TR13562-c0_g1_i1","Pc22g01920"
"TR9106-c0_g1_i1","Pc22g01970"
"TR1002-c0_g1_i1","Pc22g01980"
"TR14019-c0_g1_i1","Pc22g02000"
"TR5123-c0_g1_i1","Pc22g02010"
"TR9611-c0_g1_i1","Pc22g02020"
"TR4441-c0_g1_i1","Pc22g02040"
"TR5380-c0_g1_i1","Pc22g02050"
"TR1965-c0_g1_i1","Pc22g02050"
"TR3147-c0_g1_i1","Pc22g02050"
"TR10178-c0_g1_i1","Pc22g02060"
"TR7368-c0_g1_i1","Pc22g02060"
"TR3816-c0_g1_i1","Pc22g02060"
"TR4319-c0_g1_i1","Pc22g02060"
"TR942-c0_g1_i1","Pc22g02070"
"TR5062-c0_g1_i1","Pc22g02090"
"TR5775-c0_g1_i1","Pc22g02090"
"TR5612-c0_g1_i1","Pc22g02100"
"TR6678-c0_g1_i1","Pc22g02140"
"TR4272-c0_g1_i1","Pc22g02150"
"TR5874-c0_g1_i1","Pc22g02150"
"TR2844-c0_g1_i1","Pc22g02150"
"TR369-c0_g1_i1","Pc22g02150"
"TR600-c0_g1_i1","Pc22g02270"
"TR5875-c0_g1_i1","Pc22g02290"
"TR11339-c0_g1_i1","Pc22g02300"
"TR13692-c0_g1_i1","Pc22g02330"
"TR13692-c0_g2_i1","Pc22g02330"
"TR6688-c0_g1_i1","Pc22g02330"
"TR9632-c0_g1_i1","Pc22g02340"
"TR12968-c0_g1_i1","Pc22g02350"
"TR7670-c0_g1_i1","Pc22g02400"
"TR12246-c0_g1_i1","Pc22g02410"
"TR5901-c1_g1_i1","Pc22g02470"
"TR3578-c0_g1_i1","Pc22g02480"
"TR4067-c0_g1_i1","Pc22g02480"
"TR9322-c0_g1_i1","Pc22g02510"
"TR14909-c0_g1_i1","Pc22g02530"
"TR12453-c0_g1_i1","Pc22g02530"
"TR14083-c0_g1_i1","Pc22g02530"
"TR11655-c0_g1_i1","Pc22g02540"
"TR4569-c0_g1_i1","Pc22g02590"
"TR10216-c0_g1_i1","Pc22g02600"
"TR4314-c0_g1_i1","Pc22g02620"
"TR2872-c0_g1_i1","Pc22g02690"
"TR15229-c0_g1_i1","Pc22g02690"
"TR7698-c0_g1_i1","Pc22g02710"
"TR3283-c0_g1_i1","Pc22g02720"
"TR7838-c0_g1_i1","Pc22g02760"
"TR7163-c0_g1_i1","Pc22g02770"
"TR14344-c0_g1_i1","Pc22g02770"
"TR5135-c0_g1_i1","Pc22g02800"
"TR10769-c0_g1_i1","Pc22g02810"
"TR15210-c0_g1_i1","Pc22g02810"
"TR7682-c0_g1_i1","Pc22g02820"
"TR358-c0_g1_i1","Pc22g02820"
"TR12541-c0_g1_i1","Pc22g02820"
"TR14723-c0_g1_i1","Pc22g02840"
"TR14723-c1_g1_i1","Pc22g02840"
"TR7487-c0_g1_i1","Pc22g02860"
"TR330-c0_g1_i1","Pc22g02880"
"TR10096-c0_g1_i1","Pc22g02890"
"TR13026-c0_g1_i1","Pc22g02900"
"TR6309-c0_g1_i1","Pc22g02910"
"TR14691-c0_g1_i1","Pc22g02910"
"TR11418-c0_g1_i1","Pc22g02930"
"TR3430-c0_g1_i1","Pc22g02940"
"TR12224-c0_g1_i1","Pc22g02950"
"TR7660-c0_g1_i1","Pc22g02960"
"TR9815-c0_g1_i1","Pc22g02980"
"TR5881-c0_g1_i1","Pc22g02990"
"TR9706-c0_g1_i1","Pc22g03020"
"TR4562-c0_g1_i1","Pc22g03070"
"TR10964-c0_g1_i1","Pc22g03130"
"TR11180-c0_g1_i1","Pc22g03140"
"TR14485-c0_g1_i1","Pc22g03150"
"TR3454-c0_g1_i1","Pc22g03160"
"TR10170-c0_g1_i1","Pc22g03430"
"TR3261-c0_g1_i1","Pc22g03430"
"TR3261-c1_g1_i1","Pc22g03430"
"TR9777-c0_g1_i1","Pc22g03450"
"TR6472-c0_g1_i1","Pc22g03500"
"TR7925-c0_g1_i1","Pc22g03520"
"TR4446-c0_g1_i1","Pc22g03550"
"TR1012-c0_g1_i1","Pc22g03550"
"TR584-c0_g1_i1","Pc22g03580"
"TR7396-c1_g1_i1","Pc22g03580"
"TR11217-c0_g1_i1","Pc22g03590"
"TR12872-c0_g1_i1","Pc22g03590"
"TR7394-c0_g1_i1","Pc22g03620"
"TR5171-c0_g1_i1","Pc22g03630"
"TR11705-c0_g1_i1","Pc22g03630"
"TR2784-c0_g1_i1","Pc22g03660"
"TR14743-c0_g1_i1","Pc22g03670"
"TR7023-c0_g1_i1","Pc22g03670"
"TR13212-c0_g1_i1","Pc22g03680"
"TR11799-c0_g1_i1","Pc22g03710"
"TR4704-c0_g1_i1","Pc22g03740"
"TR3560-c0_g1_i1","Pc22g03740"
"TR8385-c0_g1_i1","Pc22g03810"
"TR2989-c1_g1_i1","Pc22g03830"
"TR6361-c0_g1_i1","Pc22g03870"
"TR7683-c0_g1_i1","Pc22g03920"
"TR1454-c0_g1_i1","Pc22g03920"
"TR1149-c0_g1_i1","Pc22g03950"
"TR14362-c1_g1_i1","Pc22g03960"
"TR11673-c0_g1_i1","Pc22g03970"
"TR3874-c0_g1_i1","Pc22g03990"
"TR3647-c0_g1_i1","Pc22g03990"
"TR14813-c0_g1_i1","Pc22g04010"
"TR8436-c0_g1_i1","Pc22g04040"
"TR10236-c0_g1_i1","Pc22g04060"
"TR7984-c0_g1_i1","Pc22g04090"
"TR7483-c0_g1_i1","Pc22g04100"
"TR4975-c0_g1_i1","Pc22g04100"
"TR14002-c0_g1_i1","Pc22g04130"
"TR4468-c0_g1_i1","Pc22g04140"
"TR13211-c0_g1_i1","Pc22g04140"
"TR1783-c0_g1_i1","Pc22g04170"
"TR11737-c0_g1_i1","Pc22g04180"
"TR5429-c0_g1_i1","Pc22g04190"
"TR3007-c0_g1_i1","Pc22g04210"
"TR10212-c0_g1_i1","Pc22g04230"
"TR4051-c0_g1_i1","Pc22g04250"
"TR12195-c0_g1_i1","Pc22g04260"
"TR10631-c0_g1_i1","Pc22g04260"
"TR6551-c0_g1_i1","Pc22g04300"
"TR9271-c0_g1_i1","Pc22g04300"
"TR3118-c0_g1_i1","Pc22g04310"
"TR10838-c0_g1_i1","Pc22g04330"
"TR4418-c0_g1_i1","Pc22g04350"
"TR12682-c0_g1_i1","Pc22g04360"
"TR15059-c0_g1_i1","Pc22g04380"
"TR7013-c0_g1_i1","Pc22g04410"
"TR7979-c0_g1_i1","Pc22g04420"
"TR3327-c0_g1_i1","Pc22g04430"
"TR5445-c0_g1_i1","Pc22g04440"
"TR14684-c0_g1_i1","Pc22g04440"
"TR7179-c0_g1_i1","Pc22g04440"
"TR12269-c0_g1_i1","Pc22g04460"
"TR12738-c0_g1_i1","Pc22g04470"
"TR10097-c1_g1_i1","Pc22g04470"
"TR2591-c0_g1_i1","Pc22g04530"
"TR12839-c0_g1_i1","Pc22g04660"
"TR5961-c0_g1_i1","Pc22g04670"
"TR325-c0_g1_i1","Pc22g04720"
"TR3676-c1_g1_i1","Pc22g04730"
"TR8766-c0_g1_i1","Pc22g04730"
"TR273-c0_g1_i1","Pc22g04730"
"TR5236-c0_g1_i1","Pc22g04770"
"TR11397-c0_g1_i1","Pc22g04770"
"TR9192-c0_g1_i1","Pc22g04780"
"TR7215-c0_g1_i1","Pc22g04780"
"TR9911-c0_g1_i1","Pc22g04780"
"TR14082-c0_g1_i1","Pc22g04790"
"TR2335-c0_g1_i1","Pc22g04820"
"TR1751-c0_g1_i1","Pc22g04840"
"TR11789-c0_g1_i1","Pc22g04890"
"TR11647-c0_g1_i1","Pc22g04910"
"TR3800-c0_g1_i1","Pc22g04920"
"TR4141-c0_g1_i1","Pc22g04940"
"TR13301-c1_g1_i1","Pc22g04940"
"TR4898-c0_g1_i1","Pc22g04970"
"TR7176-c0_g1_i1","Pc22g04980"
"TR841-c0_g1_i1","Pc22g04990"
"TR5742-c0_g1_i1","Pc22g04990"
"TR4708-c0_g1_i1","Pc22g05040"
"TR7680-c0_g1_i1","Pc22g05070"
"TR997-c0_g1_i1","Pc22g05110"
"TR12170-c0_g1_i1","Pc22g05110"
"TR3746-c0_g1_i1","Pc22g05130"
"TR10974-c0_g1_i1","Pc22g05130"
"TR3686-c0_g1_i1","Pc22g05150"
"TR12470-c0_g1_i1","Pc22g05150"
"TR8249-c1_g1_i1","Pc22g05150"
"TR3461-c0_g1_i1","Pc22g05180"
"TR8642-c0_g1_i1","Pc22g05190"
"TR5803-c0_g1_i1","Pc22g05200"
"TR3452-c0_g1_i1","Pc22g05210"
"TR6702-c0_g1_i1","Pc22g05220"
"TR2596-c0_g1_i1","Pc22g05250"
"TR13033-c0_g1_i1","Pc22g05260"
"TR5884-c0_g1_i1","Pc22g05270"
"TR647-c0_g1_i1","Pc22g05300"
"TR8194-c0_g1_i1","Pc22g05300"
"TR10287-c0_g1_i1","Pc22g05300"
"TR2284-c1_g1_i1","Pc22g05310"
"TR6370-c0_g1_i1","Pc22g05320"
"TR2338-c0_g1_i1","Pc22g05320"
"TR6059-c0_g1_i1","Pc22g05320"
"TR9204-c0_g1_i1","Pc22g05320"
"TR6071-c0_g1_i1","Pc22g05320"
"TR6216-c0_g1_i1","Pc22g05330"
"TR655-c0_g1_i1","Pc22g05360"
"TR11884-c0_g1_i1","Pc22g05360"
"TR4406-c0_g1_i1","Pc22g05360"
"TR4406-c1_g1_i1","Pc22g05360"
"TR7953-c0_g1_i1","Pc22g05360"
"TR6927-c0_g1_i1","Pc22g05390"
"TR10244-c0_g1_i1","Pc22g05390"
"TR6278-c0_g1_i1","Pc22g05410"
"TR2269-c0_g1_i1","Pc22g05420"
"TR2120-c0_g1_i1","Pc22g05430"
"TR2226-c0_g1_i1","Pc22g05440"
"TR805-c0_g1_i1","Pc22g05460"
"TR1402-c0_g1_i1","Pc22g05470"
"TR11390-c0_g1_i1","Pc22g05480"
"TR1750-c0_g1_i1","Pc22g05530"
"TR9838-c0_g1_i1","Pc22g05540"
"TR6596-c0_g1_i1","Pc22g05600"
"TR11574-c0_g1_i1","Pc22g05620"
"TR6439-c0_g1_i1","Pc22g05630"
"TR8698-c0_g1_i1","Pc22g05630"
"TR267-c0_g1_i1","Pc22g05640"
"TR10483-c0_g1_i1","Pc22g05640"
"TR755-c0_g1_i1","Pc22g05640"
"TR6792-c0_g1_i1","Pc22g05640"
"TR10185-c0_g1_i1","Pc22g05650"
"TR10796-c0_g1_i1","Pc22g05660"
"TR10926-c0_g1_i1","Pc22g05660"
"TR9225-c0_g1_i1","Pc22g05740"
"TR5136-c0_g1_i1","Pc22g05750"
"TR5173-c0_g1_i1","Pc22g05760"
"TR12204-c0_g1_i1","Pc22g05790"
"TR628-c1_g1_i1","Pc22g05800"
"TR628-c0_g1_i1","Pc22g05800"
"TR14004-c0_g1_i1","Pc22g05800"
"TR14712-c0_g1_i1","Pc22g05810"
"TR5041-c0_g1_i1","Pc22g05820"
"TR5789-c0_g1_i1","Pc22g05820"
"TR357-c0_g1_i1","Pc22g05820"
"TR14331-c0_g1_i1","Pc22g05820"
"TR4926-c0_g1_i1","Pc22g05840"
"TR7712-c0_g1_i1","Pc22g05850"
"TR12299-c0_g1_i1","Pc22g05900"
"TR13768-c0_g1_i1","Pc22g05920"
"TR14699-c0_g1_i1","Pc22g05940"
"TR14450-c0_g1_i1","Pc22g06010"
"TR5750-c0_g1_i1","Pc22g06030"
"TR4586-c0_g1_i1","Pc22g06060"
"TR6039-c0_g1_i1","Pc22g06080"
"TR12548-c0_g1_i1","Pc22g06090"
"TR6344-c0_g1_i1","Pc22g06090"
"TR11568-c0_g1_i1","Pc22g06090"
"TR560-c0_g1_i1","Pc22g06120"
"TR2345-c0_g1_i1","Pc22g06130"
"TR8296-c0_g1_i1","Pc22g06130"
"TR8296-c0_g2_i1","Pc22g06130"
"TR7762-c0_g1_i1","Pc22g06130"
"TR4225-c0_g1_i1","Pc22g06130"
"TR8296-c1_g1_i1","Pc22g06130"
"TR10995-c0_g1_i1","Pc22g06130"
"TR14468-c0_g1_i1","Pc22g06140"
"TR3407-c0_g1_i1","Pc22g06170"
"TR2816-c0_g1_i1","Pc22g06300"
"TR15007-c0_g1_i1","Pc22g06300"
"TR9827-c0_g1_i1","Pc22g06310"
"TR12495-c0_g1_i1","Pc22g06340"
"TR881-c0_g1_i1","Pc22g06340"
"TR14056-c0_g1_i1","Pc22g06360"
"TR13777-c0_g1_i1","Pc22g06360"
"TR13014-c0_g1_i1","Pc22g06370"
"TR1972-c0_g1_i1","Pc22g06390"
"TR6483-c0_g1_i1","Pc22g06430"
"TR14270-c0_g1_i1","Pc22g06550"
"TR4297-c0_g1_i1","Pc22g06590"
"TR12747-c0_g1_i1","Pc22g06680"
"TR1230-c0_g1_i1","Pc22g06700"
"TR13915-c0_g1_i1","Pc22g06710"
"TR1168-c0_g1_i1","Pc22g06720"
"TR9110-c1_g1_i1","Pc22g06730"
"TR4889-c0_g1_i1","Pc22g06740"
"TR274-c1_g1_i1","Pc22g06760"
"TR9906-c0_g1_i1","Pc22g06770"
"TR13477-c0_g1_i1","Pc22g06770"
"TR11322-c0_g1_i1","Pc22g06780"
"TR581-c0_g1_i1","Pc22g06820"
"TR14-c0_g1_i1","Pc22g06820"
"TR8469-c0_g1_i1","Pc22g06850"
"TR10595-c0_g1_i1","Pc22g06860"
"TR15230-c0_g1_i1","Pc22g06890"
"TR10388-c0_g1_i1","Pc22g06910"
"TR6673-c0_g1_i1","Pc22g06920"
"TR12746-c0_g1_i1","Pc22g06930"
"TR4073-c0_g1_i1","Pc22g06930"
"TR14081-c0_g1_i1","Pc22g06930"
"TR3459-c0_g1_i1","Pc22g06930"
"TR4448-c0_g1_i1","Pc22g06930"
"TR8091-c0_g1_i1","Pc22g06930"
"TR13423-c0_g1_i1","Pc22g06950"
"TR10326-c0_g1_i1","Pc22g06960"
"TR7523-c1_g1_i1","Pc22g06960"
"TR10326-c0_g2_i1","Pc22g06960"
"TR14834-c0_g1_i1","Pc22g06970"
"TR5684-c0_g1_i1","Pc22g06970"
"TR2608-c0_g1_i1","Pc22g06970"
"TR9208-c0_g1_i1","Pc22g06980"
"TR1197-c0_g1_i1","Pc22g07000"
"TR11683-c0_g1_i1","Pc22g07050"
"TR8456-c0_g1_i1","Pc22g07060"
"TR245-c0_g1_i1","Pc22g07080"
"TR14804-c0_g1_i1","Pc22g07100"
"TR3079-c0_g1_i1","Pc22g07160"
"TR4883-c0_g1_i1","Pc22g07200"
"TR3031-c0_g1_i1","Pc22g07210"
"TR7092-c0_g1_i1","Pc22g07210"
"TR10740-c0_g1_i1","Pc22g07230"
"TR14829-c0_g1_i1","Pc22g07240"
"TR6790-c0_g2_i1","Pc22g07240"
"TR9318-c0_g1_i1","Pc22g07240"
"TR6790-c0_g1_i1","Pc22g07240"
"TR3920-c0_g1_i1","Pc22g07240"
"TR617-c0_g1_i1","Pc22g07440"
"TR11565-c0_g1_i1","Pc22g07440"
"TR13543-c0_g1_i1","Pc22g07500"
"TR275-c0_g1_i1","Pc22g07500"
"TR8108-c0_g1_i1","Pc22g07500"
"TR12318-c0_g1_i1","Pc22g07500"
"TR3789-c0_g1_i1","Pc22g07510"
"TR10593-c0_g1_i1","Pc22g07610"
"TR10318-c0_g1_i1","Pc22g07610"
"TR9331-c0_g1_i1","Pc22g07610"
"TR5060-c0_g1_i1","Pc22g07660"
"TR6358-c0_g1_i1","Pc22g07660"
"TR12993-c1_g1_i1","Pc22g07720"
"TR4759-c0_g1_i1","Pc22g07720"
"TR6667-c0_g1_i1","Pc22g07720"
"TR3132-c0_g1_i1","Pc22g07740"
"TR12125-c0_g1_i1","Pc22g07740"
"TR9404-c0_g1_i1","Pc22g07740"
"TR8910-c0_g1_i1","Pc22g07740"
"TR12596-c0_g1_i1","Pc22g07770"
"TR12150-c0_g1_i1","Pc22g07770"
"TR3365-c0_g1_i1","Pc22g07770"
"TR12177-c0_g1_i1","Pc22g07770"
"TR14034-c0_g1_i1","Pc22g07770"
"TR1999-c0_g1_i1","Pc22g07770"
"TR5058-c0_g1_i1","Pc22g07840"
"TR933-c0_g1_i1","Pc22g07850"
"TR12531-c0_g1_i1","Pc22g07860"
"TR14044-c0_g1_i1","Pc22g07860"
"TR6982-c0_g1_i1","Pc22g07870"
"TR12474-c0_g1_i1","Pc22g07900"
"TR14144-c0_g1_i1","Pc22g07920"
"TR11344-c0_g1_i1","Pc22g07940"
"TR7573-c0_g1_i1","Pc22g07940"
"TR5807-c0_g1_i1","Pc22g07960"
"TR14800-c0_g1_i1","Pc22g07970"
"TR14800-c0_g2_i1","Pc22g07970"
"TR12394-c0_g1_i1","Pc22g07980"
"TR3440-c0_g1_i1","Pc22g07980"
"TR5813-c0_g1_i1","Pc22g08000"
